id,Gender,Age,Class,Flight Distance,Food and drink,On-board service,Checkin service,Cleanliness,satisfaction
82737,Female,47,Business,2007,5,5,4,4,satisfied
6161,Male,66,Eco,409,4,1,3,4,neutral or dissatisfied
23682,Female,41,Eco,251,5,3,1,5,satisfied
11590,Male,33,Business,468,1,1,3,1,neutral or dissatisfied
83480,Male,30,Eco,946,4,1,2,4,neutral or dissatisfied
125249,Male,23,Eco,427,2,3,2,2,neutral or dissatisfied
87384,Male,30,Business,3263,2,2,3,2,neutral or dissatisfied
10588,Male,39,Business,74,5,5,5,5,neutral or dissatisfied
110977,Male,55,Business,197,1,4,3,1,neutral or dissatisfied
10337,Female,30,Business,2822,4,3,4,4,satisfied
107152,Female,37,Business,402,4,3,5,4,neutral or dissatisfied
45931,Female,16,Eco,809,4,4,1,4,neutral or dissatisfied
13357,Male,15,Business,1619,1,3,2,1,neutral or dissatisfied
71550,Female,44,Business,3417,3,3,3,3,satisfied
55209,Male,39,Business,2873,3,5,3,5,satisfied
87863,Female,49,Eco,143,3,3,3,3,neutral or dissatisfied
45617,Male,44,Eco,391,3,4,3,3,neutral or dissatisfied
73336,Female,62,Business,1005,5,3,4,5,satisfied
127859,Female,41,Business,1276,4,5,5,5,satisfied
40902,Female,21,Eco,599,4,4,1,4,neutral or dissatisfied
16681,Male,24,Eco Plus,488,5,3,1,5,satisfied
94606,Male,39,Business,2690,3,1,2,3,neutral or dissatisfied
104961,Male,25,Business,337,4,3,5,4,satisfied
1522,Male,57,Business,3896,3,2,3,4,satisfied
772,Female,73,Business,134,2,2,4,3,neutral or dissatisfied
81361,Female,10,Eco,1299,5,3,5,5,satisfied
16147,Male,31,Business,199,3,1,4,3,satisfied
47755,Male,49,Business,3945,5,4,5,5,satisfied
37300,Female,58,Eco,944,2,4,4,2,satisfied
70384,Female,39,Business,1562,4,4,3,3,satisfied
102747,Male,34,Business,255,5,5,4,4,satisfied
96009,Male,26,Business,775,5,5,5,5,satisfied
71432,Male,35,Business,867,3,5,3,3,neutral or dissatisfied
95046,Male,65,Eco,239,4,5,5,4,neutral or dissatisfied
61982,Female,65,Business,2586,5,4,3,1,neutral or dissatisfied
118503,Female,26,Business,646,2,5,4,2,satisfied
8989,Female,43,Eco,799,2,3,3,4,neutral or dissatisfied
106487,Female,33,Business,495,2,4,5,5,neutral or dissatisfied
5751,Male,32,Business,2306,2,5,5,2,satisfied
6626,Male,48,Eco,719,1,3,2,1,neutral or dissatisfied
11855,Female,29,Business,2278,5,4,5,5,satisfied
120101,Male,39,Business,1576,2,5,3,5,satisfied
2741,Male,39,Business,772,3,1,4,3,neutral or dissatisfied
40352,Female,37,Business,1028,5,5,1,3,satisfied
65228,Female,36,Business,2556,2,4,5,5,satisfied
88934,Female,28,Business,1928,4,5,3,4,satisfied
38593,Male,45,Eco,231,2,3,4,2,satisfied
4565,Female,32,Eco,561,3,4,5,3,neutral or dissatisfied
41675,Female,20,Eco,843,4,5,5,4,satisfied
70048,Male,64,Eco,583,2,4,5,2,neutral or dissatisfied
7079,Male,42,Business,2667,4,5,5,4,satisfied
71503,Female,54,Business,3270,2,5,4,5,satisfied
14546,Female,29,Eco,362,3,4,4,3,neutral or dissatisfied
7032,Female,8,Eco,299,3,4,5,3,neutral or dissatisfied
99709,Male,57,Business,1592,2,5,4,5,satisfied
45664,Female,47,Eco Plus,260,5,4,3,3,satisfied
62167,Female,59,Business,2454,1,3,1,4,neutral or dissatisfied
66567,Male,54,Business,624,1,2,1,3,neutral or dissatisfied
5422,Male,52,Eco,589,4,3,4,4,neutral or dissatisfied
96708,Male,19,Business,2971,4,4,3,4,satisfied
85314,Male,30,Eco,731,5,2,1,5,neutral or dissatisfied
22770,Female,30,Eco,170,2,1,3,2,satisfied
90510,Male,46,Business,2589,3,2,4,4,satisfied
92954,Female,55,Business,1904,2,5,5,5,satisfied
118204,Male,16,Eco,1444,3,1,1,3,neutral or dissatisfied
19548,Female,48,Business,2273,2,5,4,3,satisfied
82057,Female,29,Eco Plus,1532,3,4,5,3,neutral or dissatisfied
63402,Female,29,Eco,447,4,1,3,4,neutral or dissatisfied
99211,Female,39,Business,495,5,5,4,5,neutral or dissatisfied
108826,Male,49,Business,2201,3,4,3,5,satisfied
80785,Male,45,Business,692,2,4,4,4,satisfied
85029,Female,27,Eco,1590,5,5,3,5,neutral or dissatisfied
28741,Male,34,Business,1024,4,4,4,1,satisfied
69937,Female,36,Business,2174,5,4,5,5,neutral or dissatisfied
14201,Male,27,Eco,620,2,2,1,2,satisfied
89412,Female,43,Business,3737,2,3,2,3,neutral or dissatisfied
122226,Male,10,Eco,646,2,4,4,2,satisfied
95895,Male,28,Eco,580,3,1,2,3,neutral or dissatisfied
5124,Female,55,Business,3048,3,5,3,5,satisfied
15890,Female,17,Eco,296,5,3,3,5,neutral or dissatisfied
6387,Female,36,Business,3937,5,4,3,3,neutral or dissatisfied
31856,Male,33,Eco,2640,3,1,5,3,satisfied
123415,Male,53,Business,937,5,5,4,3,satisfied
105067,Female,21,Eco,277,3,1,1,3,neutral or dissatisfied
560,Female,32,Business,2560,5,3,5,5,satisfied
114990,Female,24,Eco,296,2,4,3,2,satisfied
94076,Male,23,Business,562,3,3,1,3,neutral or dissatisfied
95585,Female,25,Eco,822,5,2,1,5,neutral or dissatisfied
123025,Male,37,Business,650,4,4,4,4,neutral or dissatisfied
38034,Male,49,Business,3213,5,4,2,1,satisfied
108200,Male,7,Eco Plus,990,5,3,5,5,neutral or dissatisfied
68493,Male,14,Eco,1303,3,4,2,3,neutral or dissatisfied
34002,Male,12,Business,1576,4,1,4,4,neutral or dissatisfied
115926,Female,37,Business,3095,2,4,1,2,neutral or dissatisfied
97405,Male,59,Business,570,3,2,4,3,satisfied
34329,Male,16,Business,846,5,4,2,5,satisfied
123957,Female,40,Eco Plus,544,2,3,4,2,neutral or dissatisfied
43267,Male,40,Business,1769,1,4,4,3,satisfied
11984,Male,16,,643,4,1,4,4,neutral or dissatisfied
92003,Female,54,Business,1535,3,4,5,5,satisfied
95206,Female,18,Eco,239,3,3,3,3,neutral or dissatisfied
78535,Female,9,Eco,666,2,1,4,2,satisfied
4673,Male,20,Business,364,4,3,4,4,neutral or dissatisfied
15480,Male,29,Eco,377,4,4,4,4,satisfied
120495,Male,42,Business,3976,3,3,5,4,satisfied
32948,Male,8,Eco,101,5,3,4,5,neutral or dissatisfied
69585,Male,23,Eco,2475,2,1,2,2,neutral or dissatisfied
115051,Female,58,Business,404,1,3,5,1,neutral or dissatisfied
107309,Female,52,Eco,283,5,1,4,3,neutral or dissatisfied
70106,Female,22,Business,550,3,3,3,3,satisfied
94799,Male,63,Eco,239,2,4,4,2,neutral or dissatisfied
78648,Female,51,Business,2967,1,3,2,3,satisfied
85276,Male,70,Eco,689,1,5,3,1,neutral or dissatisfied
105004,Female,56,Business,255,1,3,4,3,neutral or dissatisfied
37356,Female,28,Eco,1035,5,5,2,5,satisfied
100901,Female,21,Eco,377,5,5,5,5,neutral or dissatisfied
126163,Male,56,Business,3128,3,5,4,3,satisfied
85576,Female,47,Eco,259,4,3,2,3,neutral or dissatisfied
78681,Male,43,Business,3385,4,5,4,4,satisfied
5815,Male,44,Eco,157,1,5,5,1,neutral or dissatisfied
5084,Female,25,Eco,137,5,4,2,5,neutral or dissatisfied
1859,Female,44,Business,2961,5,4,3,5,satisfied
24079,Male,46,Eco,866,2,4,3,2,neutral or dissatisfied
30702,Female,25,Eco,680,1,3,5,1,neutral or dissatisfied
97706,Female,55,Eco,456,4,3,5,3,neutral or dissatisfied
16633,Male,25,Eco,488,5,2,4,5,satisfied
6114,Male,40,Business,2505,5,3,5,3,satisfied
45896,Male,40,Eco,563,1,1,3,1,satisfied
30005,Female,66,Business,3969,1,0,3,2,neutral or dissatisfied
52839,Male,32,Business,1721,5,1,3,5,satisfied
51634,Female,32,Eco,370,4,3,5,4,neutral or dissatisfied
36470,Male,51,Business,901,5,5,2,3,satisfied
79815,Male,43,Business,1076,2,4,5,3,satisfied
10352,Female,51,Business,316,2,3,4,5,satisfied
34009,Male,35,Eco,866,4,4,4,4,neutral or dissatisfied
56920,Male,29,Business,2565,3,2,3,3,neutral or dissatisfied
12630,Male,24,Eco,844,1,3,5,1,satisfied
55352,Female,22,Business,678,4,5,5,4,satisfied
93712,Female,23,Eco,689,1,4,3,1,neutral or dissatisfied
116946,Male,48,Business,1618,4,4,5,5,satisfied
106724,Female,39,Business,3654,5,4,4,4,satisfied
30165,Male,18,Eco,82,4,1,4,4,neutral or dissatisfied
80328,Male,10,Eco,746,2,5,4,4,neutral or dissatisfied
50169,Male,39,Business,2024,5,4,4,3,neutral or dissatisfied
79648,Male,67,Eco,360,3,3,4,3,neutral or dissatisfied
64420,Female,42,Business,989,5,3,4,4,neutral or dissatisfied
90821,Female,22,Eco,581,2,4,3,2,satisfied
81139,Female,47,Business,1631,3,4,3,4,satisfied
72257,Female,41,Business,3149,3,2,4,1,neutral or dissatisfied
129519,Female,26,Business,2583,3,1,1,3,neutral or dissatisfied
82003,Male,53,Business,1589,1,4,2,1,neutral or dissatisfied
44471,Female,51,Eco,196,2,4,5,4,neutral or dissatisfied
119562,Female,49,Eco,759,2,1,5,5,neutral or dissatisfied
25543,Male,28,Eco,547,5,2,1,5,neutral or dissatisfied
23019,Female,28,Eco Plus,528,2,2,1,2,satisfied
9882,Male,27,Business,2402,5,5,3,5,satisfied
22072,Female,39,Eco,304,2,4,4,2,satisfied
116977,Male,24,Business,338,3,5,4,3,satisfied
29612,Female,41,Eco,1448,3,2,1,3,neutral or dissatisfied
121878,Female,35,Business,366,3,5,1,1,satisfied
52376,Male,47,Eco,651,5,5,4,5,neutral or dissatisfied
22772,Female,33,Eco,134,4,1,2,4,satisfied
72431,Female,27,Business,1121,3,5,4,3,neutral or dissatisfied
19832,Female,31,Eco,594,1,1,5,1,neutral or dissatisfied
35009,Male,24,Eco Plus,1182,4,5,4,4,satisfied
94910,Male,61,Business,277,2,5,3,5,satisfied
75842,Female,59,Business,1440,4,4,4,4,satisfied
119542,Female,44,Eco,899,2,4,3,3,neutral or dissatisfied
99642,Female,29,Business,1670,4,5,3,4,satisfied
92143,Male,52,Eco Plus,1532,2,3,1,2,neutral or dissatisfied
10416,Male,37,Business,3540,3,3,4,4,satisfied
20269,Female,41,Business,3820,1,5,5,3,satisfied
18091,Male,44,Eco Plus,488,2,4,2,2,satisfied
57468,Female,73,Eco Plus,334,1,2,3,4,neutral or dissatisfied
19280,Male,11,Eco,430,5,4,5,5,neutral or dissatisfied
49364,Male,51,Business,1592,3,2,3,1,satisfied
29468,Female,22,Business,1216,3,4,5,3,satisfied
85480,Female,51,Eco,227,4,4,4,5,satisfied
114721,Female,50,Business,2133,2,5,5,5,satisfied
106021,Female,46,Business,682,4,5,3,5,satisfied
71835,Male,25,Business,1744,3,1,2,3,neutral or dissatisfied
29135,Female,59,Eco,987,5,3,4,4,neutral or dissatisfied
28480,Female,29,Eco Plus,1721,3,3,4,3,neutral or dissatisfied
111393,Female,33,Eco,1180,5,3,3,5,neutral or dissatisfied
123764,Female,30,Business,546,4,5,4,4,satisfied
55497,Male,43,Eco,239,4,1,3,4,neutral or dissatisfied
52760,Male,32,Business,1874,4,1,4,4,satisfied
8846,Male,30,Business,1371,5,3,3,5,satisfied
78943,Female,13,Business,500,5,4,4,5,satisfied
46274,Female,36,Eco,594,1,1,1,1,neutral or dissatisfied
59378,Female,72,Eco,899,3,2,1,3,neutral or dissatisfied
99354,Female,59,Eco,1771,2,4,4,1,neutral or dissatisfied
125750,Female,28,Business,993,2,2,2,2,neutral or dissatisfied
50148,Male,26,Eco,190,4,2,3,4,neutral or dissatisfied
109803,Male,52,Business,1073,5,2,4,5,satisfied
43081,Female,44,Eco,259,3,5,2,3,satisfied
78969,Male,27,Business,356,5,5,5,5,satisfied
13329,Female,39,Business,748,2,3,1,2,neutral or dissatisfied
64925,Female,42,Business,3236,5,5,4,5,satisfied
88520,Female,39,Eco,240,5,3,5,5,neutral or dissatisfied
101158,Female,59,Eco,1235,5,3,2,2,neutral or dissatisfied
75632,Male,69,Eco Plus,337,3,5,4,3,neutral or dissatisfied
2877,Male,70,Eco,475,5,3,1,1,neutral or dissatisfied
53632,Male,21,Eco,1874,3,2,1,3,neutral or dissatisfied
83704,Female,52,Eco,577,5,5,3,2,neutral or dissatisfied
60387,Male,56,Business,1452,2,4,3,5,satisfied
111762,Male,50,Eco,1436,4,4,2,4,neutral or dissatisfied
6598,Female,34,Eco,473,3,1,4,3,neutral or dissatisfied
84621,Female,79,Eco,269,5,2,1,5,neutral or dissatisfied
5687,Female,41,Eco,196,3,3,3,3,neutral or dissatisfied
62706,Female,27,Eco,2399,3,2,3,3,neutral or dissatisfied
115546,Male,64,Business,2665,5,2,1,1,neutral or dissatisfied
111342,Female,12,Eco Plus,283,3,5,3,3,neutral or dissatisfied
52796,Female,52,Eco,1874,2,4,3,4,neutral or dissatisfied
121261,Female,10,Eco,2075,5,4,5,5,neutral or dissatisfied
129508,Female,30,Business,1744,1,3,3,1,neutral or dissatisfied
5623,Female,70,Eco,624,2,2,3,2,neutral or dissatisfied
33667,Male,15,Eco Plus,474,4,4,2,4,neutral or dissatisfied
87972,Male,28,Business,1749,4,4,3,4,satisfied
94851,Female,53,Business,2249,2,4,5,3,satisfied
69315,Male,26,Business,944,5,3,3,5,neutral or dissatisfied
53532,Female,49,Eco Plus,2419,5,4,5,3,satisfied
364,Female,33,Business,113,5,4,3,5,neutral or dissatisfied
47112,Male,40,Business,784,1,4,3,5,satisfied
740,Male,32,Business,270,4,5,3,4,satisfied
106255,Female,23,Business,1500,4,5,5,4,satisfied
127560,Female,28,Business,1670,5,4,5,5,satisfied
126780,Female,50,Business,2125,2,3,1,4,neutral or dissatisfied
12305,Female,31,Business,3033,3,4,3,3,satisfied
24837,Female,60,Eco,861,5,5,4,3,neutral or dissatisfied
69237,Male,25,Business,3547,2,1,3,2,neutral or dissatisfied
40030,Male,30,Eco,618,4,4,4,4,neutral or dissatisfied
99624,Male,24,Eco,1154,3,3,1,3,neutral or dissatisfied
31528,Male,63,Eco,967,2,3,3,2,neutral or dissatisfied
10972,Female,44,Eco,458,3,4,2,3,neutral or dissatisfied
52524,Female,26,Business,110,5,2,4,5,satisfied
2458,Female,30,Business,773,3,4,4,3,neutral or dissatisfied
45422,Male,15,Business,649,3,1,2,3,neutral or dissatisfied
56763,Female,39,Business,997,2,3,4,2,neutral or dissatisfied
2136,Female,38,Eco,404,4,3,4,4,neutral or dissatisfied
60777,Male,20,Eco,628,3,3,4,4,neutral or dissatisfied
114594,Male,40,Business,447,2,4,3,5,satisfied
113809,Female,57,Eco Plus,397,1,3,3,3,neutral or dissatisfied
83541,Female,37,Business,1121,3,3,5,4,satisfied
16281,Female,62,Eco,946,5,3,3,1,neutral or dissatisfied
82398,Female,13,Business,1578,3,4,4,3,neutral or dissatisfied
77810,Male,10,Eco,696,5,5,4,5,neutral or dissatisfied
53152,Male,61,Eco,955,4,3,5,4,satisfied
79630,Female,66,Business,3994,5,3,2,3,neutral or dissatisfied
107435,Female,69,Eco,717,3,4,4,3,neutral or dissatisfied
37641,Male,20,Eco,1028,4,4,3,4,neutral or dissatisfied
47335,Male,26,Eco,501,2,5,3,2,neutral or dissatisfied
102706,Female,,Business,255,3,4,4,3,neutral or dissatisfied
95588,Male,15,Eco,756,1,3,3,1,neutral or dissatisfied
23747,Male,30,Business,3658,4,4,1,4,satisfied
121062,Male,19,Eco,861,4,3,4,4,neutral or dissatisfied
22788,Female,59,Eco,170,5,1,3,5,neutral or dissatisfied
30268,Female,24,Eco,1024,5,1,4,5,neutral or dissatisfied
47465,Male,24,Eco,599,5,2,2,5,satisfied
3586,Female,50,Business,1534,2,4,3,5,satisfied
83755,Female,60,Eco,1183,5,2,4,3,neutral or dissatisfied
34246,Male,41,Business,1666,3,1,3,3,neutral or dissatisfied
82115,Male,67,Eco,1276,1,5,5,1,neutral or dissatisfied
126422,Female,52,Eco Plus,590,3,3,3,3,neutral or dissatisfied
109412,Female,54,Business,2284,5,5,3,3,satisfied
34838,Female,10,Eco Plus,264,1,2,3,1,satisfied
127065,Male,57,Business,3496,3,5,4,5,satisfied
21677,Male,38,Business,746,1,5,1,5,satisfied
49899,Male,50,Eco,109,5,5,1,5,neutral or dissatisfied
35200,Male,26,Eco,828,4,4,2,4,neutral or dissatisfied
77449,Female,44,Business,1634,2,3,4,3,satisfied
14459,Male,51,Eco,361,5,5,3,5,satisfied
16513,Male,64,Eco Plus,143,4,2,2,4,satisfied
39531,Male,62,Business,954,1,3,4,1,neutral or dissatisfied
44613,Male,45,Eco,508,1,3,3,1,neutral or dissatisfied
3078,Female,46,Business,413,1,3,2,4,neutral or dissatisfied
68551,Male,27,Eco Plus,1013,3,3,1,3,neutral or dissatisfied
100152,Female,29,Business,3086,3,3,3,3,neutral or dissatisfied
6069,Female,30,Eco,691,2,3,4,2,neutral or dissatisfied
111273,Female,60,Business,1817,4,2,3,5,satisfied
51524,Male,53,Business,237,5,4,2,3,satisfied
8471,Male,36,Business,1187,3,3,3,5,neutral or dissatisfied
7984,Female,46,Business,3621,2,5,3,4,satisfied
89087,Female,13,Eco,1892,3,2,3,3,neutral or dissatisfied
121587,Female,22,Business,536,1,3,4,1,satisfied
81018,Male,21,Business,1399,3,3,1,3,neutral or dissatisfied
17254,Female,51,Business,472,3,4,5,2,satisfied
68007,Male,59,Business,2286,3,4,4,4,satisfied
21396,Female,23,Eco,164,5,5,4,5,satisfied
66008,Male,52,Business,1055,4,3,4,5,satisfied
5234,Female,39,Business,295,4,4,5,5,satisfied
62661,Female,64,Eco Plus,1744,3,1,3,3,neutral or dissatisfied
3433,Male,7,Eco,296,1,3,2,1,neutral or dissatisfied
116311,Female,70,Eco,447,1,5,1,1,neutral or dissatisfied
122165,Male,55,Business,544,2,5,5,4,satisfied
97401,Male,23,Eco,587,4,4,4,4,neutral or dissatisfied
58346,Female,49,Eco,315,4,5,1,4,neutral or dissatisfied
71750,Female,41,Business,1723,5,5,5,5,satisfied
52840,Female,17,Business,1721,3,1,3,3,satisfied
101319,Female,41,Eco,1076,3,4,3,3,neutral or dissatisfied
23913,Female,26,Eco,589,5,2,5,5,neutral or dissatisfied
91074,Female,65,Eco,545,4,2,3,3,neutral or dissatisfied
2767,Female,36,Business,764,2,5,4,2,neutral or dissatisfied
58792,Male,25,Eco,1012,4,3,3,4,neutral or dissatisfied
120990,Male,46,Business,993,1,2,2,3,neutral or dissatisfied
128973,Male,13,Eco,236,5,1,1,5,neutral or dissatisfied
72943,Female,49,Business,2493,3,4,5,3,satisfied
60079,Male,23,Business,1528,4,3,5,4,satisfied
118453,Male,57,Business,2503,4,4,5,5,satisfied
88640,Male,44,Eco,404,4,5,4,4,neutral or dissatisfied
44022,Male,27,Eco,680,5,5,1,5,neutral or dissatisfied
90093,Female,62,Eco,983,3,3,1,3,neutral or dissatisfied
13604,Female,29,Eco Plus,214,3,1,2,3,neutral or dissatisfied
103430,Male,30,Eco,237,2,4,3,2,neutral or dissatisfied
16692,Male,71,Eco,200,5,1,3,5,satisfied
107098,Male,11,Eco,745,4,5,4,4,neutral or dissatisfied
4314,Female,61,Eco,184,1,2,3,1,neutral or dissatisfied
2983,Male,46,Eco,462,3,3,3,3,neutral or dissatisfied
107801,Female,40,Business,349,5,5,3,5,neutral or dissatisfied
112007,Female,65,Eco Plus,133,4,3,2,4,neutral or dissatisfied
18736,Female,32,Eco,1167,4,3,4,4,satisfied
67045,Female,35,Business,1121,2,5,5,3,satisfied
107311,Male,13,Eco,283,3,1,4,3,neutral or dissatisfied
107521,Female,56,Eco,838,5,2,3,4,neutral or dissatisfied
126031,Male,37,Business,600,2,5,5,3,satisfied
92963,Female,19,Eco,711,5,2,4,5,neutral or dissatisfied
97426,Female,62,Eco,570,2,4,2,4,neutral or dissatisfied
104148,Male,41,Business,3312,5,5,,5,satisfied
38683,Male,22,Eco Plus,2611,4,5,4,4,satisfied
112898,Male,35,Business,1129,2,4,3,2,neutral or dissatisfied
115969,Female,64,Eco,373,4,1,3,5,neutral or dissatisfied
17054,Male,37,Business,3346,4,5,1,4,satisfied
84996,Male,29,Business,1590,4,4,5,4,satisfied
70086,Female,23,Business,460,4,4,1,1,satisfied
127427,Female,29,Eco,868,2,4,2,2,neutral or dissatisfied
50995,Male,11,Eco,110,2,2,3,2,neutral or dissatisfied
41980,Male,34,Eco,618,1,3,5,1,neutral or dissatisfied
94531,Female,38,Eco,323,3,1,2,3,neutral or dissatisfied
66998,Male,60,Business,1119,3,4,5,5,satisfied
104326,Female,41,Eco,452,1,1,1,1,neutral or dissatisfied
97398,Female,10,Eco Plus,872,5,3,3,5,neutral or dissatisfied
122390,Female,27,Eco,529,2,1,2,2,neutral or dissatisfied
70313,Female,10,Eco Plus,334,1,4,5,1,neutral or dissatisfied
50607,Female,17,Eco,156,2,5,3,2,neutral or dissatisfied
29675,Male,32,Eco Plus,909,4,5,5,4,satisfied
43980,Male,53,Eco,411,4,2,1,4,satisfied
8032,Male,22,Business,530,4,3,3,4,satisfied
47072,Female,49,Eco,351,2,5,3,3,neutral or dissatisfied
93814,Female,49,Business,391,2,4,5,4,satisfied
111209,Female,35,Eco,1506,0,2,3,3,neutral or dissatisfied
122943,Female,50,Business,590,3,4,5,3,satisfied
75315,Female,36,Business,2556,4,5,3,3,satisfied
121072,Male,30,Business,3218,2,3,3,2,satisfied
40169,Male,46,Eco,531,3,4,5,3,satisfied
98502,Male,53,Business,402,3,4,4,3,satisfied
128510,Female,15,Eco,646,4,4,4,4,neutral or dissatisfied
104243,Female,48,Business,1741,5,5,4,4,satisfied
94481,Female,48,Business,239,5,3,3,5,satisfied
4836,Male,58,Business,3748,2,5,3,4,satisfied
23914,Female,43,Eco,189,1,3,3,1,neutral or dissatisfied
35270,Female,45,Eco,1005,3,2,2,1,neutral or dissatisfied
33697,Male,49,Business,759,2,4,1,4,satisfied
111351,Male,36,Business,777,1,5,3,1,neutral or dissatisfied
21080,Female,63,Eco,106,4,2,2,4,neutral or dissatisfied
101337,Female,46,Eco,1771,3,3,2,3,neutral or dissatisfied
32570,Male,30,Business,2172,5,5,5,5,satisfied
101571,Female,70,Eco Plus,345,2,5,5,3,neutral or dissatisfied
104170,Male,59,Business,349,4,4,5,5,satisfied
124637,Female,25,Eco Plus,1671,4,4,4,4,neutral or dissatisfied
27886,Female,13,Eco,2329,5,5,4,5,satisfied
73962,Female,66,Eco,2585,3,4,3,3,neutral or dissatisfied
73511,Female,43,Eco Plus,1197,5,3,4,4,neutral or dissatisfied
105519,Female,37,Business,611,5,4,3,4,satisfied
90504,Male,30,Business,2667,4,5,5,4,satisfied
38161,Female,33,Eco,1197,3,3,5,3,neutral or dissatisfied
105963,Female,39,Eco,2329,4,3,4,4,neutral or dissatisfied
26226,Female,22,Eco,515,2,5,5,2,satisfied
47567,Female,19,Eco Plus,588,5,5,4,5,neutral or dissatisfied
103986,Female,20,Business,1363,4,4,4,4,satisfied
119373,Female,60,Business,3014,3,5,5,5,satisfied
67838,Female,38,Eco,1313,2,3,3,2,satisfied
113964,Female,55,Business,1750,2,5,4,3,satisfied
41290,Male,38,Eco Plus,542,4,2,1,4,satisfied
68257,Female,9,Eco,631,3,1,3,3,neutral or dissatisfied
93068,Male,53,Eco,297,3,4,3,3,neutral or dissatisfied
5894,Male,54,Business,3295,5,5,5,5,satisfied
42835,Male,55,Business,2742,4,2,4,3,satisfied
97617,Female,38,Business,3031,4,4,3,1,neutral or dissatisfied
